Frame,Time,C7_X,C7_Y,C7_Z,STRN_X,STRN_Y,STRN_Z,RSHO_X,RSHO_Y,RSHO_Z,RELB_X,RELB_Y,RELB_Z,RWRA_X,RWRA_Y,RWRA_Z,LSHO_X,LSHO_Y,LSHO_Z,LELB_X,LELB_Y,LELB_Z,LWRA_X,LWRA_Y,LWRA_Z
1230,12.29,16.032244,1357.4683,-184.94099,-6.8899422,1082.0747,60.866123,-97.9786,1347.3441,-125.36606,-373.29572,1320.1035,-117.16785,-212.0498,1453.3109,-138.08939,111.93169,1374.4783,-72.240395,392.33749,1210.6709,-161.73137,358.78281,986.91797,-224.39616
1231,12.3,16.68593,1357.2009,-184.68777,-6.5849357,1082.0518,61.12159,-97.79229,1347.0773,-125.45744,-372.96109,1317.0823,-120.20001,-209.98195,1446.8972,-142.11557,112.74246,1374.0638,-71.980888,391.04849,1208.9943,-165.37772,354.80264,986.44342,-230.88533
1232,12.31,17.240604,1356.8077,-184.41496,-6.272676,1082.0248,61.375137,-97.23188,1346.7896,-126.5581,-372.5921,1314.1407,-122.91837,-208.4398,1440.6488,-144.56841,113.48486,1373.668,-71.846245,389.81677,1207.4756,-168.84999,350.49149,986.08051,-236.54213
1233,12.32,17.82135,1356.5865,-184.44202,-5.9763961,1082.0532,61.520145,-96.853722,1346.5195,-127.22462,-372.22839,1310.7537,-125.48483,-206.806,1434.4067,-147.14528,114.25932,1373.2876,-71.81752,388.58438,1205.985,-172.20433,345.81061,985.43701,-240.41154
1234,12.33,18.386354,1356.4003,-184.4982,-5.7106028,1082.093,61.556686,-96.489426,1346.2363,-127.88056,-371.83749,1307.3923,-127.6941,-203.75607,1428.0874,-153.30487,114.98584,1372.996,-71.86422,387.34628,1204.5519,-175.22499,341.09402,985.37964,-245.67625
1235,12.34,18.967695,1356.2419,-184.66219,-5.3869634,1082.1322,61.515644,-96.061287,1345.9181,-128.62399,-371.30386,1304.1615,-129.68529,-202.09302,1422.6769,-155.62592,115.66652,1372.7227,-71.945145,386.08478,1203.0884,-177.89523,335.88315,985.06879,-248.80571
1236,12.35,19.524683,1356.0863,-184.86758,-5.0825601,1082.208,61.408535,-95.609238,1345.5968,-129.44672,-370.79651,1301.2631,-131.39178,-200.41631,1417.8352,-157.61293,116.28148,1372.4387,-72.073204,384.90491,1201.5537,-180.17101,330.8446,984.48981,-251.4455
1237,12.36,20.067142,1355.8396,-185.18173,-4.7768769,1082.2932,61.163486,-95.240715,1345.2333,-130.32025,-370.13895,1298.656,-132.75911,-198.89355,1413.5823,-159.04782,116.81653,1372.1641,-72.239494,383.78107,1199.9937,-181.97369,325.71649,984.30914,-253.83514
1238,12.37,20.550112,1355.6039,-185.52487,-4.4410982,1082.376,60.825508,-94.947975,1344.9292,-131.09186,-369.60754,1296.5067,-133.85304,-197.49808,1409.9734,-160.34041,117.27223,1371.8849,-72.55558,382.6561,1198.2753,-183.6129,321.00842,983.53729,-255.08296
1239,12.38,21.015755,1355.3418,-185.93007,-4.1200671,1082.4467,60.530025,-94.642021,1344.6226,-131.811,-369.09717,1294.7526,-134.81956,-196.00714,1406.9747,-162.68648,117.67578,1371.6178,-72.934082,381.66272,1196.4928,-184.96548,316.7348,982.69525,-256.8775
1240,12.39,21.389664,1355.0873,-186.2813,-3.7957814,1082.4525,60.076145,-94.34053,1344.3832,-132.49496,-368.64426,1293.3269,-135.4351,-195.12503,1404.5717,-163.25783,118.12321,1371.4352,-73.271873,380.73169,1194.7001,-186.09937,312.54343,981.69257,-257.02414
1241,12.4,21.725121,1354.8682,-186.66621,-3.4521065,1082.4677,59.638908,-94.052345,1344.176,-133.0979,-368.21463,1292.3785,-135.97151,-194.28529,1402.9353,-163.92642,118.55862,1371.2474,-73.627853,379.9881,1192.918,-186.90373,308.4061,980.60486,-255.96321
1242,12.41,22.042879,1354.7124,-187.0441,-3.0957417,1082.4028,59.196789,-93.793182,1343.9955,-133.61884,-367.79886,1291.8282,-136.41881,-193.70381,1401.8527,-164.11282,118.96108,1371.0162,-74.012802,379.40036,1191.137,-187.29779,304.7807,979.47968,-255.31284
1243,12.42,22.27248,1354.5634,-187.46826,-2.7197988,1082.394,58.733723,-93.589561,1343.8654,-134.00682,-367.54755,1291.5491,-136.61938,-193.30038,1401.2189,-163.59862,119.33497,1370.7639,-74.453621,378.91537,1189.3231,-187.30869,301.44376,978.3111,-254.11081
1244,12.43,22.476202,1354.3754,-187.86136,-2.3981488,1082.3615,58.423183,-93.397652,1343.7839,-134.34349,-367.33328,1291.6805,-136.74452,-192.96953,1401.2478,-163.55814,119.68472,1370.4519,-75.049057,378.64359,1187.5187,-186.85626,298.66855,977.01593,-252.34517
1245,12.44,22.586594,1354.1938,-188.21477,-2.073149,1082.2971,58.101902,-93.23925,1343.7065,-134.54359,-367.23285,1292.1317,-136.88762,-192.84142,1401.8014,-163.2112,119.99841,1370.1738,-75.623749,378.59036,1185.7189,-186.15518,296.43732,975.45551,-249.93626
1246,12.45,22.615856,1354.0062,-188.56804,-1.7451907,1082.2308,57.777481,-93.083046,1343.7271,-134.69934,-367.15482,1292.8173,-136.75163,-192.86414,1402.8036,-162.87328,120.34489,1369.9099,-76.319527,378.76743,1183.8978,-185.21768,294.80978,973.71478,-246.89381
1247,12.46,22.653822,1353.8195,-188.92494,-1.3922781,1082.1709,57.447861,-93.006065,1343.7488,-134.72523,-367.21783,1293.796,-136.62364,-193.03418,1404.1416,-162.61642,120.65444,1369.6631,-77.024681,379.02707,1182.059,-183.95776,293.92831,971.82208,-243.21379
1248,12.47,22.660707,1353.6417,-189.18941,-1.0005646,1082.1659,57.175217,-92.877991,1343.8057,-134.77974,-367.34525,1294.9263,-136.15163,-193.49702,1405.8898,-162.16768,120.99301,1369.4547,-77.698624,379.39627,1180.3892,-182.52831,293.5925,969.7392,-238.86334
1249,12.48,22.596172,1353.5375,-189.54372,-0.64104474,1082.1428,56.760975,-92.831421,1343.9174,-134.6937,-367.44751,1296.3823,-135.81757,-194.1129,1408.0057,-161.75259,121.26748,1369.3229,-78.366394,379.87808,1178.9644,-180.83418,293.93311,967.659,-233.82408
1250,12.49,22.509199,1353.4562,-189.8535,-0.2632553,1082.1398,56.346397,-92.803253,1344.0061,-134.59378,-367.70166,1297.8229,-135.05513,-194.83627,1410.3673,-161.55875,121.44691,1369.2582,-78.96347,380.34363,1177.8282,-179.00417,294.80582,965.57239,-227.91435
1251,12.5,22.326141,1353.3932,-190.1678,0.10851598,1082.0969,56.005165,-92.787033,1344.1565,-134.4543,-368.00809,1299.3934,-134.19789,-195.84784,1413.1981,-161.0103,121.54222,1369.1915,-79.546448,380.9465,1177.0107,-177.07283,296.23108,963.45697,-221.24013
1252,12.51,22.055729,1353.3228,-190.49867,0.44001791,1082.1095,55.727844,-92.777504,1344.3811,-134.2352,-368.258,1301.0031,-133.29918,-196.90419,1416.3489,-160.47777,121.58366,1369.2246,-80.288048,381.72794,1176.5021,-175.01137,298.15836,961.39685,-213.72827
1253,12.52,21.761997,1353.2529,-190.82303,0.82776767,1082.1359,55.376488,-92.805794,1344.6055,-133.98236,-368.57532,1302.8214,-132.35326,-198.24922,1419.9911,-159.57124,121.5523,1369.3486,-81.132698,382.63419,1176.1835,-172.71786,300.48761,959.48187,-205.44684
1254,12.53,21.363108,1353.2126,-191.10606,1.2199419,1082.1467,55.016182,-92.818542,1344.8455,-133.70374,-369.15009,1304.7477,-131.23688,-199.80647,1424.0747,-158.33868,121.48556,1369.5093,-82.006584,383.77771,1176.0171,-170.18051,302.98077,957.82788,-196.61765
1255,12.54,20.938936,1353.1375,-191.45686,1.6147456,1082.17,54.727406,-92.912521,1345.0737,-133.41003,-369.50085,1306.7535,-129.93719,-201.63419,1428.5653,-157.11603,121.35455,1369.7144,-83.050133,385.14139,1176.0657,-167.27039,305.67813,956.60431,-187.13411
1256,12.55,20.390154,1353.1149,-191.9241,2.0812697,1082.2169,54.431339,-93.003555,1345.2506,-133.13174,-369.96063,1308.9026,-128.48296,-204.60458,1433.8159,-153.26538,121.22296,1369.9331,-84.221115,386.55008,1176.2721,-164.06154,308.59216,955.80841,-177.11777
1257,12.56,19.868858,1353.0609,-192.50131,2.5279694,1082.2819,54.034145,-93.141571,1345.449,-132.92305,-370.53632,1311.1089,-127.03342,-206.61333,1438.9901,-152.74571,121.03156,1370.1874,-85.38813,387.97635,1176.6869,-160.69562,311.63586,955.44366,-166.55431
1258,12.57,19.345301,1353.1061,-193.31209,3.0868814,1082.3644,53.532364,-93.288857,1345.6174,-132.67422,-371.04996,1313.3458,-125.32808,-209.26932,1444.7603,-150.97681,120.83492,1370.4066,-86.57769,389.34552,1177.2661,-157.42964,314.92664,955.38788,-155.52197
1259,12.58,18.836817,1353.0706,-193.88905,3.6085317,1082.4321,53.194759,-93.468483,1345.7607,-132.42406,-371.40863,1315.4697,-123.61106,-212.30101,1450.916,-148.59216,120.63385,1370.6812,-87.638275,390.5632,1177.9711,-154.44218,318.54755,955.68097,-143.75592
1260,12.59,18.395617,1353.0371,-194.35291,4.1575766,1082.5509,52.701069,-93.463081,1345.8933,-132.67355,-371.74973,1317.4904,-121.6336,-215.61401,1457.2631,-145.82268,120.3885,1370.9911,-88.753647,391.55154,1178.7725,-151.6971,322.35028,956.25336,-131.49623
1261,12.6,18.003439,1353.0665,-194.98466,4.7177558,1082.6049,52.32542,-93.556595,1346.0343,-132.72755,-371.98929,1319.4863,-119.89957,-219.16177,1463.7095,-142.61453,120.18422,1371.3433,-89.757416,392.50128,1179.5869,-149.10648,326.25784,957.13599,-118.99535
1262,12.61,17.447023,1352.8835,-195.37502,5.2839384,1082.6559,51.887081,-93.547455,1346.1968,-132.78476,-372.13525,1321.1406,-118.03128,-223.01752,1470.2323,-138.70424,119.90037,1371.6423,-90.96769,393.50079,1180.4525,-146.17888,330.30856,958.2915,-107.30695
1263,12.62,17.160727,1352.8722,-196.09338,5.7915192,1082.7457,51.407497,-93.493103,1346.34,-132.82481,-372.30371,1322.6381,-116.54381,-227.10999,1476.6643,-134.21281,119.59444,1371.9182,-92.292076,394.31824,1181.2653,-142.79588,333.98755,959.88361,-95.249435
1264,12.63,16.824089,1352.849,-196.95305,6.3142495,1082.85,50.81855,-93.382919,1346.489,-132.8065,-372.37695,1323.9686,-115.19151,-231.41026,1482.8492,-128.8378,119.22926,1372.0909,-93.704277,395.06677,1181.9357,-139.01483,337.33804,961.72589,-83.421188
1265,12.64,16.543293,1352.8462,-197.92986,6.7653708,1082.9342,50.164196,-93.315323,1346.6332,-132.74966,-372.91867,1325.0704,-113.90293,-235.96703,1488.6754,-123.03358,118.88772,1372.1426,-95.198906,395.83105,1182.4504,-135.03983,340.34781,963.776,-71.79158
1266,12.65,16.268028,1352.7734,-199.04953,7.1314664,1082.9769,49.689514,-93.509064,1346.7896,-132.22847,-373.17178,1326.0127,-112.73132,-240.54715,1494.009,-116.72303,118.4788,1372.0083,-96.816093,396.55975,1182.7705,-130.76949,342.87534,965.784,-59.816151
1267,12.66,15.944571,1352.587,-200.13033,7.4961948,1083.0341,49.075104,-93.609612,1346.8761,-132.47118,-373.50558,1326.8484,-111.61481,-245.43329,1498.8896,-109.91075,118.10408,1371.7391,-98.422745,397.25632,1182.7987,-126.30138,345.38214,967.67694,-49.521378
1268,12.67,15.578632,1352.4344,-201.46677,7.8864155,1083.095,48.314636,-93.800446,1346.9116,-132.70952,-374.09207,1327.3079,-110.48381,-250.41678,1503.212,-102.87082,117.80325,1371.4803,-100.17588,397.67538,1182.428,-121.82389,347.65311,969.13416,-38.788433
1269,12.68,15.149369,1352.1643,-202.61476,8.2406797,1083.1968,47.49099,-94.022392,1346.936,-133.2254,-374.44232,1327.7279,-109.36695,-255.64053,1506.9705,-95.366714,117.66148,1371.3442,-101.91244,397.89682,1181.4601,-117.34905,349.72083,970.15088,-27.693754
1270,12.69,14.73976,1352.0725,-204.01974,8.5935993,1083.2965,46.712448,-94.330894,1346.9232,-133.85173,-375.6055,1327.4714,-108.06311,-261.07413,1510.1233,-87.232674,117.57549,1371.2682,-103.59673,397.68137,1179.9462,-112.91232,351.93127,970.60742,-17.69355
1271,12.7,14.400472,1351.9606,-205.2397,8.9199409,1083.4161,46.038445,-94.6884,1346.9005,-134.55901,-376.50235,1327.1787,-106.93298,-266.76547,1512.6387,-78.570503,117.52381,1371.1188,-105.22095,397.09662,1177.9977,-108.18512,354.03806,970.36707,-8.3778563
1272,12.71,14.016662,1351.8746,-206.5412,9.2511435,1083.4802,45.271633,-95.018105,1346.853,-135.16913,-377.36075,1326.757,-106.06238,-272.65463,1514.2852,-68.973305,117.38935,1370.8595,-106.76128,396.06989,1175.6616,-103.31045,355.92224,969.39117,0.22075215
1273,12.72,13.731666,1351.7747,-207.79503,9.5196981,1083.5876,44.427208,-95.39003,1346.8234,-136.10645,-378.48111,1325.6073,-104.78417,-278.60132,1514.8707,-58.864292,117.31481,1370.3864,-108.3494,394.64841,1172.92,-98.286095,357.53314,967.70551,7.9913893
1274,12.73,13.273013,1351.6587,-208.92502,9.735796,1083.7295,43.640755,-95.765526,1346.764,-136.90901,-379.30292,1324.4326,-103.89427,-284.65326,1514.2452,-48.448952,117.24051,1369.6083,-110.09003,392.90466,1169.7284,-93.21067,358.78671,965.29523,14.987201
1275,12.74,13.186808,1351.3274,-210.20164,9.8823404,1083.7723,42.893238,-96.134018,1346.7188,-137.76578,-380.1947,1322.3945,-102.53678,-290.77106,1512.3668,-37.655231,117.2597,1368.4768,-111.78638,391.0885,1166.0889,-88.134064,359.69348,962.2558,21.349049
1276,12.75,13.224463,1350.8981,-211.49229,9.9860258,1083.8063,42.143742,-96.508789,1346.6826,-138.58769,-380.96701,1319.754,-101.22772,-296.89075,1509.1346,-26.520441,117.44338,1366.9669,-113.52077,389.14185,1162.0742,-83.462349,360.20706,958.79291,27.060879
1277,12.76,13.384151,1350.4946,-212.9632,9.934269,1083.8506,41.20488,-96.818436,1346.6597,-139.65985,-381.70105,1316.2905,-99.863228,-302.91074,1504.5049,-15.288055,117.97086,1365.2567,-115.16102,387.13947,1157.8213,-79.333778,360.57373,955.26697,31.638739
1278,12.77,13.586307,1349.9457,-214.13028,9.7612743,1083.7742,40.680191,-97.137329,1346.6277,-140.48294,-382.38757,1312.4314,-98.770004,-308.88531,1498.6453,-4.0932007,118.68776,1363.4958,-116.68871,385.03232,1153.1827,-75.799759,360.33228,951.69739,36.988777
1279,12.78,13.988208,1349.4266,-215.29384,9.6192741,1083.7773,39.671555,-97.448776,1346.6801,-141.12231,-382.9711,1308.0143,-97.797005,-314.3887,1491.1311,7.8297148,119.68159,1361.6829,-118.12843,382.7767,1148.3691,-73.004951,359.95963,948.42688,42.102882
1280,12.79,14.573595,1348.9326,-216.23232,9.392622,1083.7211,38.825432,-97.699677,1346.7823,-141.77699,-383.64926,1302.7786,-96.713966,-319.68829,1482.104,19.570456,120.92076,1359.8184,-119.43516,380.34409,1143.3037,-71.326996,359.40219,945.46063,47.364784
1281,12.8,15.238714,1348.4471,-217.01201,9.0470085,1083.6421,38.054951,-97.862595,1346.942,-142.54118,-384.20303,1297.5538,-96.197868,-324.80029,1471.3645,31.71184,122.28921,1357.9962,-120.74758,377.86899,1137.985,-70.450943,358.63037,942.72308,52.252708
1282,12.81,15.984291,1348.0267,-217.74928,8.6615648,1083.4604,37.360622,-97.968651,1347.0876,-143.17099,-384.63513,1291.4541,-95.447845,-329.55136,1458.9165,43.873451,123.86896,1356.176,-121.97095,375.27942,1132.3405,-70.440475,357.40448,940.22681,56.804333
1283,12.82,16.643064,1347.5537,-218.10602,8.3204613,1083.2415,36.795723,-98.007645,1347.2206,-143.48123,-384.95288,1284.9989,-94.775833,-333.9971,1444.7408,55.790554,125.50114,1354.3138,-123.20635,372.63916,1126.4219,-71.092087,355.83621,938.12085,61.767815
1284,12.83,17.385872,1347.2323,-218.51851,7.9529138,1083.0211,36.258762,-98.006477,1347.4196,-143.86836,-385.16675,1277.9786,-93.917282,-337.98941,1428.968,67.498207,127.24814,1352.4424,-124.25455,370.02017,1120.2408,-72.26767,353.96854,935.8689,66.086853
1285,12.84,18.049782,1346.9343,-218.7908,7.6488953,1082.8732,35.72488,-98.027527,1347.64,-144.19557,-385.23837,1270.4093,-92.968521,-341.51697,1411.4746,78.685333,129.06419,1350.6152,-125.48331,367.33691,1113.7998,-73.97715,351.7803,933.65161,69.741692
1286,12.85,18.708677,1346.6031,-218.96951,7.421957,1082.7728,35.387215,-98.075699,1347.8585,-144.55196,-385.18481,1262.0399,-91.750816,-344.57117,1392.4651,89.323883,130.87741,1348.9266,-126.62409,364.5824,1107.1136,-76.105385,349.17737,931.51526,72.797241
1287,12.86,19.403923,1346.5699,-219.41631,7.1939125,1082.4999,35.569077,-98.165977,1348.0959,-144.94557,-384.82178,1252.9365,-90.588417,-347.14548,1371.9639,99.441406,132.66711,1347.3282,-127.8036,361.58276,1100.2594,-78.667595,346.27167,929.49609,75.10302
1288,12.87,19.992323,1346.2903,-219.62207,7.1855855,1082.4675,35.264122,-98.355812,1348.2727,-145.08466,-384.09796,1243.0322,-89.338509,-349.16,1350.1873,109.01457,134.35797,1345.8115,-128.75642,358.32751,1093.3236,-81.512199,343.23221,927.84546,77.674797
1289,12.88,20.444271,1345.9552,-219.88493,7.3426037,1082.5334,34.955635,-98.63549,1348.3431,-145.32063,-382.76666,1232.2996,-87.850441,-350.61197,1327.0754,117.90826,135.92668,1344.4486,-129.685,354.91074,1086.3522,-84.408028,339.43442,926.74927,81.871002
1290,12.89,20.978598,1345.5763,-220.24707,7.5964785,1082.6177,34.482033,-98.948181,1348.2966,-145.32162,-380.68091,1221.1349,-86.686241,-351.54715,1302.6667,126.14014,137.33827,1343.2648,-130.63806,351.11032,1079.4851,-87.370842,335.59564,925.23212,84.770943
1291,12.9,21.335167,1345.1633,-220.45673,7.6629338,1082.2972,34.309704,-99.639687,1348.1212,-146.06648,-377.89255,1209.7267,-85.631889,-351.87393,1276.8872,133.44783,138.5878,1342.1311,-131.4838,346.86017,1072.8346,-90.029961,331.52374,922.89709,84.827209
1292,12.91,21.552591,1344.8665,-220.89841,8.0373287,1082.4851,34.154972,-99.827995,1347.9751,-145.17146,-374.5946,1198.3235,-84.811348,-351.58728,1249.9152,139.95387,139.64336,1341.17,-132.25078,342.46759,1066.7308,-92.270248,327.07574,920.26038,85.284393
1293,12.92,21.45035,1344.302,-220.86916,8.3346128,1082.4517,33.954205,-99.961037,1347.7286,-143.77104,-370.93796,1186.8182,-83.582306,-350.61041,1221.8921,145.22861,140.53741,1340.3503,-132.93333,337.93277,1061.2377,-94.094536,322.29388,917.10663,85.956032
1294,12.93,21.569134,1344.5256,-221.79413,8.7029705,1082.4313,33.775063,-100.82347,1347.5613,-144.71225,-366.82153,1175.2701,-82.256622,-348.99417,1193.0284,149.31941,141.1575,1339.6359,-133.50896,333.25824,1056.5732,-95.287498,317.01376,913.06055,85.027611
1295,12.94,21.352642,1344.3591,-222.09937,9.0581074,1082.4207,33.592533,-101.52596,1347.2434,-144.01436,-362.31195,1163.4814,-80.745102,-346.73288,1163.7681,151.88492,141.6021,1339.1404,-133.97638,328.77304,1052.7106,-96.018646,311.37082,908.29565,83.682152
1296,12.95,20.945875,1344.1647,-222.37877,9.4326687,1082.4022,33.21653,-102.52524,1346.8398,-143.56136,-357.51923,1151.4495,-79.183678,-343.95929,1134.8136,153.21935,141.84279,1338.793,-134.38098,324.42709,1049.5321,-95.84314,305.47653,903.00287,81.819473
1297,12.96,20.329573,1343.9822,-222.46846,9.7415113,1082.2993,33.030899,-103.7187,1346.2261,-142.91156,-352.1116,1139.0643,-77.796577,-340.1362,1106.4688,153.48537,141.9314,1338.5696,-134.73875,320.32623,1046.6841,-95.219994,299.34381,897.29871,79.458115
1298,12.97,19.528772,1343.8898,-222.53273,10.035045,1082.1202,32.935314,-105.02309,1345.3365,-141.9268,-346.38138,1126.84,-76.769814,-336.79684,1078.3896,152.06387,141.84033,1338.4636,-135.03944,316.74857,1044.0198,-94.413811,293.03201,891.41443,76.741142
1299,12.98,18.547714,1343.8857,-222.6963,10.41316,1081.8639,32.861515,-106.54143,1344.4065,-140.9705,-340.28827,1114.9111,-75.825844,-333.32504,1051.272,149.62476,141.64748,1338.3976,-135.31122,313.31567,1041.5194,-93.615776,286.63068,885.32825,73.635811
1300,12.99,17.548199,1343.8296,-222.79686,10.796113,1081.5316,32.81995,-108.23118,1343.4417,-139.91003,-333.87506,1103.5481,-75.103806,-329.75491,1024.8964,145.99118,141.34306,1338.3042,-135.56068,310.04733,1039.0736,-92.838219,280.19598,879.07648,69.273468
1301,13.0,16.458645,1343.7242,-223.05276,11.103118,1081.182,32.696339,-110.03597,1342.4437,-138.72906,-327.39398,1092.9005,-74.129631,-325.87106,999.19696,141.09642,141.0719,1338.1996,-135.73383,307.00891,1036.7739,-91.910507,274.01453,872.80353,66.168083
1302,13.01,15.291737,1343.4368,-223.02716,11.425066,1080.8815,32.524204,-111.89487,1341.3667,-137.4809,-320.37903,1082.8208,-73.133514,-321.62524,974.50818,135.02055,140.6904,1338.0208,-135.87398,304.26523,1034.3666,-90.825348,267.80695,866.34009,61.856934
1303,13.02,14.021655,1343.0969,-223.00093,11.688802,1080.5275,32.347183,-113.80555,1340.0837,-136.31339,-313.64764,1073.9009,-72.174271,-316.67645,951.0141,127.49429,140.2411,1337.8668,-136.03896,301.70499,1031.8843,-89.655434,261.48441,859.5946,56.069382
1304,13.03,12.455256,1342.6052,-222.5569,11.905677,1080.2211,32.204777,-115.57026,1338.7085,-135.10524,-306.51257,1065.6156,-71.468849,-310.85498,929.05347,118.73397,139.72899,1337.7577,-136.16151,299.20511,1029.1964,-88.368652,255.61467,853.29156,51.438499
1305,13.04,11.162915,1342.4868,-222.83278,12.141342,1079.8761,32.081264,-117.2952,1337.2915,-133.84045,-299.86407,1058.6698,-71.263382,-304.25562,908.93427,109.0048,139.18529,1337.7349,-136.32649,296.71759,1026.4056,-86.968193,250.18742,847.26208,46.661125
1306,13.05,9.6955566,1341.9238,-222.44302,12.39465,1079.5485,32.008461,-119.03053,1335.9335,-132.66261,-293.52423,1052.2402,-71.010681,-296.92065,890.76422,98.602249,138.69655,1337.7635,-136.45111,294.08832,1023.7571,-85.513039,245.0901,841.52075,41.548847
1307,13.06,8.412281,1341.5927,-222.52441,12.652185,1079.2019,32.082233,-120.77063,1334.6874,-131.40581,-288.0798,1046.1603,-70.869087,-288.90735,874.59473,87.797653,138.21696,1337.8236,-136.60844,290.93579,1021.5792,-84.350594,240.30836,836.23798,37.151257
1308,13.07,7.0913529,1341.2255,-222.29807,12.855056,1078.9067,32.090454,-122.44032,1333.5942,-130.1436,-283.14154,1040.4479,-71.054375,-280.67123,860.45288,76.990067,137.74367,1337.9025,-136.71402,287.29581,1020.0305,-83.59597,235.75244,830.9209,32.148052
1309,13.08,5.9629931,1341.0457,-222.18042,12.993377,1078.6245,32.179386,-123.81234,1332.6506,-129.09229,-278.44284,1035.2615,-71.560371,-272.39392,848.37415,66.382126,137.26273,1337.9584,-136.70726,283.27689,1018.7662,-83.138618,231.63736,826.29425,27.130228
1310,13.09,4.8878856,1340.965,-221.88303,13.105259,1078.3668,32.304745,-124.92515,1331.788,-127.9062,-273.79715,1030.6926,-72.63266,-264.38361,838.17773,56.396564,136.79738,1338.0001,-136.62364,279.13849,1017.5741,-82.953835,227.96815,822.22559,22.371
1311,13.1,3.9921246,1341.0341,-221.46561,13.204197,1078.1257,32.478374,-125.84888,1331.0775,-126.55804,-269.31271,1026.8079,-74.275208,-256.70139,829.90472,47.010967,136.34862,1338.022,-136.39384,275.18271,1016.4203,-82.902985,224.65634,818.59631,17.763517
1312,13.11,3.3072364,1341.2275,-220.90979,13.29792,1077.8704,32.665634,-126.65445,1330.5476,-125.49707,-265.17358,1023.537,-76.386742,-249.38327,823.01611,38.54636,135.98564,1338.0667,-135.98135,271.61398,1015.2648,-83.14727,221.61719,815.38013,13.469568
1313,13.12,2.7770848,1341.4292,-220.15552,13.350939,1077.6654,32.77721,-127.33078,1330.1788,-124.50553,-261.60733,1020.5167,-78.413452,-242.6456,817.51782,31.155142,135.68286,1338.1882,-135.45334,268.30927,1014.2001,-83.763527,218.77434,812.58167,9.3138914
1314,13.13,2.4159882,1341.6833,-219.43416,13.3681,1077.4818,32.877979,-127.87865,1329.9891,-123.90201,-258.79645,1018.0101,-80.818428,-236.49416,813.29327,24.915049,135.41853,1338.3821,-134.7556,265.27811,1013.3498,-84.573677,215.91634,810.12848,5.1708956
1315,13.14,2.1428435,1342.0051,-218.8356,13.279549,1077.3278,32.965649,-128.33577,1329.8098,-123.05534,-256.61386,1015.7571,-83.174675,-231.1375,810.01154,19.609985,135.21605,1338.5739,-134.04559,262.59845,1012.7527,-85.452003,212.94885,807.99896,1.0355432
1316,13.15,2.0229928,1342.2927,-218.15637,13.116494,1077.2036,32.983433,-128.77798,1329.7804,-122.55767,-254.81758,1013.7534,-85.337303,-226.50031,807.55219,15.306777,135.05035,1338.7404,-133.24612,260.2991,1012.2284,-86.150429,210.05927,806.28149,-2.6411293
1317,13.16,1.9948756,1342.5831,-217.49088,12.815183,1077.1003,32.961491,-129.20276,1329.8029,-122.11695,-253.33452,1012.0792,-87.568542,-222.83345,805.70898,11.928298,134.90118,1338.7935,-132.34564,258.48221,1011.7751,-86.627151,207.49963,805.02124,-5.6064262
1318,13.17,1.9062352,1342.8779,-216.90909,12.48137,1076.951,32.931011,-129.59009,1329.8687,-121.82206,-252.22194,1010.7015,-89.633316,-220.06226,804.45844,9.2914991,134.72806,1338.7439,-131.39935,257.401,1011.2762,-87.129204,205.35393,804.13397,-7.5405922
1319,13.18,1.8949093,1343.1801,-216.37209,12.029225,1076.851,32.834343,-129.98131,1329.9688,-121.67265,-250.99986,1009.7413,-91.76281,-218.27496,803.54724,7.3884501,134.54787,1338.6029,-130.54424,257.06677,1010.8192,-87.333244,203.52513,803.60712,-8.7786999
1320,13.19,1.8240834,1343.5331,-215.89355,11.532005,1076.7719,32.635143,-130.31255,1330.054,-121.5029,-250.92619,1009.0043,-93.093651,-217.47275,803.04712,6.1074605,134.37183,1338.4437,-129.68311,257.35834,1010.423,-87.027206,202.22905,803.55121,-9.026166
1321,13.2,1.7692275,1343.8645,-215.44534,11.159518,1076.6703,32.463017,-130.59616,1330.1425,-121.33723,-251.01122,1008.5958,-94.171539,-217.50725,802.7691,5.2759504,134.17493,1338.295,-128.97609,258.15158,1010.1667,-86.190063,201.59793,804.12195,-7.8711071
1322,13.21,1.7124287,1344.2253,-215.13148,10.719629,1076.5503,32.266869,-130.75214,1330.2224,-121.1603,-251.15755,1008.532,-94.825607,-218.26491,802.61523,4.8425298,133.94196,1338.1903,-128.43529,259.31143,1010.3221,-84.64962,202.02762,805.42542,-4.6703391
1323,13.22,1.6236504,1344.6078,-214.91353,10.445215,1076.39,32.026764,-130.79926,1330.3441,-120.92889,-252.38037,1008.8561,-94.614487,-219.64063,802.75507,4.6689577,133.67641,1338.1711,-128.0912,260.98816,1011.1469,-82.914154,203.78021,807.70374,0.74638718
1324,13.23,1.4673017,1344.9985,-214.77863,10.201033,1076.2507,31.749304,-130.76328,1330.5427,-120.53016,-253.67949,1009.5673,-94.374832,-221.56844,803.15387,4.7304683,133.36357,1338.2786,-127.84978,262.90283,1012.7132,-80.996208,206.66983,811.1745,8.1716452
1325,13.24,1.1832062,1345.4185,-214.72643,10.082355,1076.0712,31.390358,-130.64159,1330.8873,-119.9929,-255.14856,1010.7031,-94.035408,-223.95778,803.91852,4.9183288,132.88884,1338.5217,-127.8149,265.34341,1015.0155,-79.037918,210.49448,816.05469,17.20812
