Frame,Time,C7_X,C7_Y,C7_Z,STRN_X,STRN_Y,STRN_Z,RSHO_X,RSHO_Y,RSHO_Z,RELB_X,RELB_Y,RELB_Z,RWRA_X,RWRA_Y,RWRA_Z,LSHO_X,LSHO_Y,LSHO_Z,LELB_X,LELB_Y,LELB_Z,LWRA_X,LWRA_Y,LWRA_Z
349,3.48,52.587009,1330.5673,-213.46922,12.219677,1087.423,47.515423,-53.271896,1369.3152,-158.69815,-305.4137,1452.7633,-244.83585,-445.95084,1644.6888,-237.85976,167.22681,1330.9352,-119.89362,270.84341,999.79675,-99.247841,260.76331,790.29596,-11.062072
350,3.49,52.96077,1330.6711,-213.04022,13.259717,1087.2173,47.556141,-54.346016,1368.585,-157.92603,-311.78278,1442.949,-244.57957,-462.16357,1627.4338,-238.0065,167.92566,1331.1799,-119.6601,271.71802,1000.0019,-98.629944,261.2059,790.72174,-10.1779
351,3.5,53.110809,1330.5568,-212.40729,14.225398,1086.9897,47.607624,-55.253181,1367.8376,-157.13789,-318.05539,1432.5474,-244.37161,-477.78122,1609.1464,-237.93785,168.50766,1331.49,-119.41131,272.67972,1000.2874,-97.971214,261.61801,791.19519,-9.2185802
352,3.51,53.358734,1330.6396,-212.12448,15.242762,1086.7954,47.558327,-56.094467,1367.1156,-156.37302,-324.08832,1421.4767,-243.7795,-492.4903,1589.9282,-237.71861,169.00969,1331.8025,-119.23165,273.58163,1000.6636,-97.348152,262.0282,791.7135,-8.3096943
353,3.52,53.658443,1330.6997,-211.88528,16.136816,1086.5519,47.497604,-56.729328,1366.4309,-155.61185,-329.81522,1409.8094,-243.17004,-506.36304,1569.7438,-237.43407,169.49417,1332.0868,-119.06716,274.15457,1001.0977,-96.844795,262.54855,792.19342,-7.52423
354,3.53,54.112587,1330.8792,-211.92351,17.102619,1086.3112,47.40546,-57.248848,1365.9672,-154.85707,-335.13428,1397.4426,-242.25441,-519.3902,1548.5767,-237.10393,169.97298,1332.3016,-118.9222,275.34247,1001.3783,-96.1203,263.16711,792.64594,-6.6718979
355,3.54,54.426888,1330.8838,-211.69739,17.937862,1086.0548,47.380379,-57.86615,1365.3948,-154.31496,-339.85321,1385.0458,-241.39726,-531.54431,1526.5276,-236.80464,170.42708,1332.4366,-118.87724,276.19247,1001.6098,-95.59536,263.97272,793.0188,-5.7768769
356,3.55,54.641178,1330.9104,-211.56125,18.751076,1085.8446,47.284943,-58.611332,1364.7417,-153.48891,-343.80731,1372.4507,-240.31226,-542.77234,1503.7224,-236.51263,170.87538,1332.5151,-118.8638,277.05573,1001.7853,-95.103218,264.79642,793.31525,-5.0456572
357,3.56,54.736591,1330.9435,-211.37767,19.500862,1085.6432,47.234924,-59.390892,1364.0316,-152.78026,-347.25162,1359.5548,-238.1156,-553.03326,1480.3159,-235.92061,171.2892,1332.6113,-118.87382,277.80023,1001.9645,-94.791374,265.69519,793.70984,-4.2309055
358,3.57,54.701233,1331.032,-211.13173,20.288708,1085.4252,47.162495,-60.045795,1363.4584,-152.24313,-350.25861,1346.6664,-236.42236,-562.16559,1456.4447,-235.32727,171.67067,1332.7244,-118.96828,278.54724,1002.1517,-94.49202,266.63223,794.04626,-3.5015852
359,3.58,54.553436,1330.8268,-210.75815,20.966215,1085.1716,47.135029,-60.599167,1362.9073,-151.62242,-352.76114,1333.248,-234.86978,-569.97852,1432.1132,-233.7095,171.9928,1332.8018,-119.1076,279.24606,1002.3086,-94.22834,267.55505,794.40948,-2.7598319
360,3.59,54.718987,1330.9824,-210.8024,21.663731,1084.9215,47.066788,-61.038773,1362.3933,-151.05725,-354.7688,1319.2074,-233.33528,-576.50592,1407.4141,-232.61331,172.29504,1332.8694,-119.23203,279.93686,1002.4261,-93.988518,268.43332,794.7146,-2.1871471
361,3.6,54.81979,1330.9476,-210.66766,22.309202,1084.7394,46.893818,-61.480247,1361.968,-150.41113,-356.07919,1304.785,-231.70195,-581.76294,1382.1829,-231.33429,172.57184,1332.8981,-119.37411,280.58569,1002.5253,-93.777618,269.35458,795.05896,-1.4395382
362,3.61,54.948151,1331.0051,-210.67619,22.832907,1084.5187,46.81028,-62.11145,1361.5383,-149.76205,-356.72293,1290.1761,-229.95154,-585.72137,1356.6522,-230.01817,172.79608,1332.901,-119.52216,281.22064,1002.584,-93.59803,270.28952,795.23413,-0.87499493
363,3.62,55.0336,1331.0725,-210.59717,23.237127,1084.3018,46.695732,-62.951797,1360.9626,-149.09715,-356.69467,1275.6785,-227.94907,-588.57837,1330.7333,-228.63519,173.06836,1332.8866,-119.59901,281.79095,1002.5825,-93.564308,271.16251,795.43652,-0.32370961
364,3.63,55.030472,1331.1952,-210.56502,23.595673,1084.1168,46.635265,-63.926861,1360.2994,-148.47417,-355.97736,1261.6552,-225.89482,-590.3078,1304.6427,-227.01201,173.29868,1332.8701,-119.68715,282.2522,1002.5634,-93.59951,272.03513,795.62378,0.088698164
365,3.64,54.995445,1331.6968,-211.84038,23.94574,1083.9015,46.566765,-64.858665,1359.5619,-148.10069,-354.55856,1247.8585,-222.95119,-590.74591,1278.4489,-225.18658,173.41576,1332.8624,-119.83688,282.70074,1002.5875,-93.74176,272.86435,795.84381,0.40798551
366,3.65,54.768864,1331.3142,-210.65926,24.294235,1083.7021,46.52359,-65.703201,1358.7844,-147.63724,-352.42505,1234.3771,-220.67203,-589.88507,1252.4114,-222.79414,173.47099,1332.8944,-119.98666,282.98178,1002.6459,-93.919014,273.63315,796.11652,0.72099888
367,3.66,54.522846,1331.3138,-210.65651,24.583469,1083.4998,46.511913,-66.579567,1358.1108,-147.62234,-349.72879,1221.1815,-218.6604,-587.64844,1226.5795,-219.87917,173.39487,1332.9136,-120.1877,283.2666,1002.7659,-94.106018,274.27774,796.35681,0.93685049
368,3.67,54.316193,1331.6213,-211.40627,24.829845,1083.2897,46.408867,-67.615807,1357.3564,-147.31339,-346.53641,1208.2559,-216.83286,-584.2489,1201.1693,-216.57416,173.22935,1332.9623,-120.35866,283.41571,1002.8621,-94.309784,274.73099,796.56262,1.0173397
369,3.68,53.836609,1331.7687,-212.10503,25.056421,1083.0684,46.480843,-68.812737,1356.473,-147.04897,-342.86594,1195.8885,-215.06078,-579.73553,1176.2272,-212.86726,172.97562,1332.996,-120.53293,283.53448,1002.9242,-94.513252,275.0683,796.71753,1.0754145
370,3.69,53.431629,1331.1211,-210.96796,25.235819,1082.8582,46.506168,-70.057968,1355.4386,-146.79369,-339.03015,1184.0864,-213.45833,-574.24304,1151.8433,-209.19756,172.67137,1333.0292,-120.78168,283.63879,1002.9666,-94.719925,275.22836,796.84668,0.9770453
371,3.7,52.842205,1331.2146,-210.86182,25.371469,1082.653,46.525963,-71.836311,1354.0303,-144.82568,-335.00665,1172.6742,-211.7406,-567.91571,1128.1466,-205.27217,172.33398,1333.041,-121.07769,283.63873,1003.0085,-94.914444,275.29144,796.93738,0.83287406
372,3.71,52.270676,1331.2772,-211.04391,25.519375,1082.4181,46.526779,-73.347389,1352.7993,-144.51468,-330.72955,1161.6516,-210.27969,-560.7478,1105.2377,-201.37851,171.99231,1333.0419,-121.38285,283.48959,1003.0652,-95.186607,275.25089,796.9953,0.60095733
373,3.72,51.645828,1331.3364,-211.25539,25.640274,1082.1832,46.574177,-74.970154,1351.5581,-144.40765,-326.15115,1150.7565,-208.62396,-552.83594,1083.0936,-197.3754,171.62146,1333.0471,-121.71059,283.23596,1003.0914,-95.50676,275.19406,797.05145,0.35566226
374,3.73,50.948032,1331.2496,-211.16603,25.80537,1081.9392,46.591351,-76.761749,1350.2454,-144.40105,-321.43283,1140.1375,-207.11714,-544.21173,1061.8018,-193.31598,171.1804,1333.0105,-122.11971,282.90915,1003.0568,-95.954353,275.01733,797.05804,0.057738412
375,3.74,50.186569,1331.3329,-211.57355,25.886192,1081.7073,46.703285,-78.864357,1348.8021,-144.33653,-316.46191,1129.7061,-205.5753,-534.95093,1041.39,-189.49609,170.73625,1332.973,-122.4898,282.49649,1002.9197,-96.427109,274.74426,796.979,-0.29972169
376,3.75,49.35659,1331.2693,-211.6075,25.908665,1081.4724,46.79174,-81.338051,1347.2119,-144.2283,-311.2334,1119.6119,-204.05003,-525.09912,1021.8594,-185.69536,170.28252,1332.954,-122.8128,282.07083,1002.7449,-96.943947,274.29605,796.89465,-0.64240855
377,3.76,48.484898,1331.3025,-211.7408,25.900152,1081.271,46.854828,-83.931892,1345.6819,-143.79596,-305.63898,1110.0178,-202.39299,-514.62201,1003.2111,-182.2598,169.78862,1332.9647,-123.08766,281.57361,1002.5202,-97.483894,273.72565,796.78394,-1.1220554
378,3.77,47.525505,1331.3369,-211.91972,25.825617,1081.0675,46.940147,-86.27372,1344.5415,-143.15324,-299.69922,1100.9896,-200.77737,-503.6601,985.36511,-178.72803,169.2292,1332.9514,-123.43429,280.9162,1002.3549,-98.060699,272.96918,796.64813,-1.7262456
379,3.78,46.46685,1331.564,-212.34322,25.683308,1080.851,47.030914,-88.256683,1343.7024,-142.64966,-293.62515,1092.6649,-199.11986,-492.00696,968.27063,-175.15063,168.64534,1332.9587,-123.75033,280.19241,1002.2621,-98.676971,272.1593,796.54974,-2.3890774
380,3.79,45.266747,1331.6685,-212.56792,25.478117,1080.6735,47.032753,-90.186226,1342.7701,-142.16696,-287.66031,1084.9353,-197.43497,-479.77921,951.8443,-171.14787,167.96915,1333.0129,-124.10177,278.95264,1002.2057,-99.384659,271.27185,796.39288,-3.0849745
381,3.8,44.005161,1331.6052,-212.44756,25.229811,1080.4529,46.986588,-91.968033,1341.7889,-141.72122,-281.74905,1077.6292,-195.83376,-467.59396,936.50195,-167.83063,167.23233,1333.0349,-124.58494,278.05685,1002.1094,-100.02024,270.34335,796.28491,-3.7628014
382,3.81,42.742748,1331.7549,-212.53687,24.978279,1080.2963,46.918877,-93.723259,1340.8099,-141.1368,-275.74084,1070.6538,-194.26511,-455.27951,922.21271,-164.66106,166.55144,1333.038,-125.03848,277.33963,1001.932,-100.70085,269.34753,796.02606,-4.6018858
383,3.82,41.679733,1332.076,-212.88406,24.74815,1080.1871,46.859081,-95.455605,1339.8757,-140.41045,-269.49323,1063.9595,-192.72951,-442.89478,908.90509,-161.91658,165.82156,1333.0167,-125.5798,275.97595,1001.7798,-101.72657,268.28445,795.80823,-5.4436255
384,3.83,40.466396,1332.1772,-212.97997,24.499557,1080.0936,46.827614,-97.169342,1338.9956,-139.80858,-263.16357,1057.6495,-191.36716,-430.50479,896.63721,-159.29077,165.18698,1332.9757,-126.05031,275.08871,1001.4572,-102.57566,267.16043,795.50562,-6.213397
385,3.84,39.238091,1332.1141,-212.78227,24.270325,1080.1005,46.865276,-98.800529,1338.168,-139.28732,-256.73416,1051.7107,-189.9046,-418.16473,885.2688,-157.03252,164.52744,1332.8986,-126.61091,273.76602,1001.0241,-103.76241,265.88498,795.19452,-7.1280899
386,3.85,38.052074,1332.118,-212.70862,24.139233,1080.1263,46.881542,-100.34787,1337.4329,-139.06496,-250.26071,1046.2308,-188.53638,-405.91644,874.7522,-154.81877,163.93634,1332.7684,-127.24397,272.34088,1000.517,-105.01018,264.52426,794.83557,-7.9950347
387,3.86,36.905109,1332.1417,-212.67384,24.035059,1080.1743,46.98539,-101.85792,1336.6431,-138.8063,-244.01649,1041.2289,-187.1752,-393.87149,865.05115,-152.623,163.35078,1332.6123,-127.96877,270.80817,999.90228,-106.41998,263.11136,794.40778,-9.020483
388,3.87,35.737728,1332.1219,-212.65723,23.95348,1080.2385,47.184261,-103.1544,1335.7886,-138.43336,-238.07468,1036.8513,-185.79468,-382.01047,856.13544,-150.31235,162.74562,1332.4498,-128.68912,268.88486,999.31982,-108.02741,261.67035,794.02417,-10.103747
389,3.88,34.634537,1332.1398,-212.71242,23.885975,1080.3225,47.430252,-104.35422,1335.0513,-138.38078,-232.42445,1033.0131,-184.48439,-370.47229,848.0108,-148.14616,162.21788,1332.3048,-129.38225,267.40085,998.57617,-109.64095,260.16104,793.59332,-11.213102
390,3.89,33.64978,1332.1285,-212.73865,23.796293,1080.3812,47.629684,-105.46317,1334.4332,-138.21234,-227.15482,1029.667,-183.26714,-359.39554,840.70355,-145.78581,161.61642,1332.1371,-130.16187,265.51288,997.87219,-111.31161,258.56491,793.16455,-12.516429
391,3.9,32.678562,1332.1163,-212.8954,23.700672,1080.3948,47.88792,-106.61103,1333.9816,-138.15602,-222.27643,1026.7876,-182.12476,-348.97675,834.26666,-143.5338,161.0533,1332.049,-130.8035,263.56741,997.25763,-112.955,256.8197,792.7511,-13.969764
392,3.91,31.767807,1332.0759,-213.00633,23.602533,1080.4277,48.072235,-107.53716,1333.6012,-137.98299,-217.81618,1024.3807,-181.04042,-339.11322,828.65558,-141.35606,160.41107,1331.9163,-131.39822,261.19153,996.83881,-114.81409,255.0611,792.38538,-15.501262
393,3.92,30.795595,1332.0961,-213.23776,23.5091,1080.4653,48.226936,-108.45422,1333.2487,-137.77934,-213.96643,1022.4503,-180.02318,-330.12985,823.82343,-139.21602,159.75395,1331.766,-131.91452,259.53876,996.39746,-116.27061,253.44139,791.97473,-17.200006
394,3.93,29.761065,1332.0793,-213.32353,23.378986,1080.4822,48.341728,-109.42683,1332.9209,-137.48286,-210.71446,1020.7861,-178.93622,-322.1904,819.69055,-137.20705,158.98958,1331.5741,-132.51639,257.65503,996.13562,-117.75311,252.1367,791.60419,-18.902353
395,3.94,28.686222,1332.1124,-213.47932,23.205536,1080.4659,48.438274,-110.48148,1332.6288,-137.10269,-208.17342,1019.3672,-177.95743,-315.25793,816.13135,-135.0163,158.18808,1331.3241,-133.01482,255.90924,995.96832,-119.20176,251.40753,791.18829,-20.665215
396,3.95,27.426977,1332.2363,-213.68102,23.039129,1080.4739,48.473835,-111.48093,1332.354,-136.60884,-206.22818,1018.1762,-177.05801,-309.51489,813.16492,-133.31111,157.30933,1331.0441,-133.61772,254.38077,995.85107,-120.53017,251.34534,790.86072,-22.467665
397,3.96,26.114763,1332.4128,-213.97423,22.876717,1080.4427,48.526119,-112.51529,1332.1279,-136.03757,-204.82863,1017.1539,-176.24055,-304.9874,810.79663,-131.34187,156.37666,1330.7656,-134.17062,253.17148,995.89154,-121.82318,251.98218,790.7016,-24.135485
398,3.97,24.902037,1332.698,-214.30569,22.680273,1080.4324,48.545319,-113.52345,1332.0052,-135.58478,-203.97118,1016.2535,-175.49594,-301.64185,808.9314,-129.49872,155.46948,1330.5668,-134.81563,252.5258,996.32147,-123.16926,253.68309,790.86536,-25.783646
399,3.98,23.727421,1333.0287,-214.51956,22.42296,1080.4224,48.50124,-114.58228,1331.9609,-135.13342,-203.76654,1015.6492,-174.84183,-299.32315,807.63495,-127.77705,154.52591,1330.4895,-135.41518,252.69421,997.19067,-124.41805,256.83923,791.54547,-27.299103
400,3.99,22.589188,1333.1508,-214.56369,22.137508,1080.4399,48.454296,-115.58146,1331.9833,-134.55344,-204.23344,1015.327,-174.23637,-298.03949,806.74243,-126.18651,153.4765,1330.6018,-136.09854,253.59798,998.5119,-125.44991,261.95328,792.92377,-28.547195
401,4.0,21.324636,1333.137,-214.80986,21.775068,1080.4248,48.410789,-116.56731,1332.08,-133.89995,-205.24846,1015.2206,-173.65979,-297.72217,806.27063,-124.6938,152.2737,1330.9382,-136.64165,255.49883,1000.5721,-126.52017,269.06491,795.25012,-29.643196
402,4.01,19.925671,1333.0916,-214.9044,21.360752,1080.3674,48.320297,-117.52899,1332.2233,-133.22458,-206.72369,1015.3073,-173.15642,-298.34451,806.1507,-123.52365,150.92621,1331.4895,-137.23248,258.66638,1003.3045,-127.64928,278.15335,798.55725,-30.575827
403,4.02,18.442036,1333.1779,-215.20546,20.909262,1080.3582,48.250927,-118.56158,1332.3654,-132.6201,-208.51961,1015.4859,-172.68028,-299.89993,806.32709,-122.32935,149.39008,1332.2523,-137.88759,263.03421,1006.7414,-128.73914,289.67252,803.06757,-31.220638
404,4.03,16.832605,1333.2585,-215.19086,20.374384,1080.368,48.205654,-119.69856,1332.5132,-132.13664,-210.62512,1015.722,-172.27156,-302.3045,806.82507,-121.40785,147.71815,1333.1283,-138.46423,268.59601,1010.9482,-129.75204,303.55597,808.88147,-31.682585
405,4.04,15.120841,1333.3381,-215.15407,19.821392,1080.3898,48.186829,-120.87057,1332.5676,-131.57722,-212.94937,1015.9246,-171.95375,-305.43219,807.54816,-120.77557,145.87862,1334.1956,-138.91272,275.25876,1015.9728,-130.8448,319.8429,816.25366,-31.822889
406,4.05,13.319495,1333.4586,-215.06966,19.208452,1080.4103,48.158676,-122.07078,1332.566,-130.99667,-215.44398,1016.1415,-171.70686,-309.17801,808.45709,-120.17112,143.94431,1335.3608,-139.36896,282.74634,1021.9028,-131.82112,338.87543,825.68347,-31.57144
407,4.06,11.450019,1333.5988,-215.13156,18.579124,1080.453,48.280106,-123.34521,1332.4832,-130.43521,-218.02898,1016.3987,-171.66467,-313.36121,809.53625,-119.85115,141.82553,1336.6488,-139.83459,291.16159,1028.9274,-132.79723,359.55338,837.12531,-31.682152
408,4.07,9.5022497,1333.7676,-215.27521,17.914843,1080.4401,48.345211,-124.59599,1332.363,-130.10645,-220.72638,1016.593,-171.65874,-317.93796,810.75037,-119.77664,139.50291,1338.0542,-140.48946,300.50214,1037.1378,-133.68703,382.01923,851.11072,-31.701681
409,4.08,7.5365319,1333.8192,-215.40965,17.281542,1080.4871,48.537022,-125.83487,1332.1655,-129.78018,-223.38966,1016.7961,-171.66785,-322.57327,812.00317,-119.69819,137.00552,1339.5889,-141.21036,310.55438,1046.5636,-134.53079,405.81461,867.76563,-31.951412
410,4.09,5.6120377,1333.9042,-215.63753,16.699364,1080.5759,48.740219,-127.07137,1331.9222,-129.5256,-226.04237,1016.9493,-171.77875,-327.26852,813.31818,-119.96476,134.40239,1341.1691,-141.9883,321.04086,1057.3414,-135.45354,430.59378,887.16504,-32.259815
411,4.1,3.6768262,1333.8268,-215.72635,16.173998,1080.6913,48.908333,-128.28352,1331.6396,-129.25298,-228.58719,1017.0623,-171.88242,-331.88229,814.64319,-120.24647,131.68842,1342.8522,-142.7674,331.99649,1069.2961,-136.26494,455.47589,909.39685,-32.724285
412,4.11,1.9230454,1333.8201,-215.92245,15.643995,1080.854,49.123707,-129.37953,1331.4165,-129.23155,-230.8997,1017.2964,-172.03976,-336.38425,815.96484,-121.00395,128.92117,1344.6058,-143.7222,342.95734,1082.6578,-137.14709,479.90033,934.29962,-33.351044
413,4.12,0.23676768,1333.7756,-216.12932,15.18272,1081.1094,49.305618,-130.4277,1331.2059,-129.30034,-233.07321,1017.5053,-172.28557,-340.57568,817.26776,-121.64246,125.99573,1346.3258,-144.58051,353.91406,1097.2935,-137.88626,503.41296,961.77679,-33.973679
414,4.13,-1.2571158,1333.7649,-216.4496,14.819746,1081.3445,49.444054,-131.37636,1330.9911,-129.47699,-234.99864,1017.9661,-172.99266,-344.52438,818.60803,-122.64054,123.17049,1348.0889,-145.23935,364.7294,1113.5186,-138.8138,525.57092,991.81177,-34.534527
415,4.14,-2.5785999,1333.6843,-216.59163,14.461778,1081.6219,49.641418,-132.20105,1330.8197,-129.66824,-236.61862,1018.198,-172.94885,-348.10266,819.95325,-123.77086,120.29622,1349.7627,-145.76483,374.93689,1130.6737,-139.21176,545.90485,1024.2532,-34.49662
416,4.15,-3.6609905,1333.6611,-216.91966,14.226501,1081.9614,49.83062,-132.88892,1330.6803,-129.86639,-238.07285,1018.5096,-173.06616,-351.23355,821.25769,-124.87018,117.48466,1351.35,-146.07793,384.79843,1149.3158,-140.12592,564.66449,1058.4514,-35.954079
417,4.16,-4.514379,1333.6598,-217.13171,13.99649,1082.2883,50.008339,-133.40327,1330.6328,-130.23457,-239.24394,1018.8715,-173.44127,-354.10309,822.48456,-125.98276,114.74625,1352.8202,-146.20682,393.75909,1169.1729,-141.19492,581.24738,1094.8225,-37.299393
418,4.17,-5.0715075,1333.6631,-217.31046,13.796057,1082.6782,50.117874,-133.74718,1330.6171,-130.58083,-240.24789,1019.3406,-173.82204,-356.39951,823.62183,-126.7822,112.12209,1354.2528,-146.07965,401.7753,1190.0842,-142.4234,595.49414,1133.0262,-39.057159
419,4.18,-5.424325,1333.7174,-217.3705,13.551708,1083.0248,50.1581,-133.92918,1330.6296,-130.98848,-241.009,1019.771,-174.22987,-358.40527,824.71362,-127.59182,109.73905,1355.6171,-145.78542,408.43936,1211.8209,-143.79791,606.97021,1172.4779,-41.230122
420,4.19,-5.5214624,1333.8198,-217.49686,13.272225,1083.3219,50.311802,-133.96306,1330.7089,-131.47345,-241.58374,1020.1852,-174.6357,-360.02136,825.70502,-128.35036,107.61597,1356.9147,-145.40144,413.72641,1234.0564,-145.23901,615.55847,1212.8285,-44.024609
421,4.2,-5.3951516,1333.9276,-217.5184,13.031779,1083.6458,50.506359,-133.86021,1330.7642,-131.87202,-241.98186,1020.561,-175.08279,-361.39627,826.6618,-129.17175,105.56742,1358.1482,-145.04732,417.48111,1256.6658,-146.9283,621.2439,1253.8735,-47.179298
422,4.21,-5.1972351,1334.1825,-217.52403,12.86127,1083.9436,50.681885,-133.61446,1330.8425,-132.27957,-242.20027,1020.9496,-175.47063,-362.38663,827.43433,-129.73746,103.5799,1359.3179,-144.67876,419.62201,1279.3556,-148.68161,623.58405,1295.0688,-50.271591
423,4.22,-4.9276681,1334.4819,-217.44031,12.772067,1084.2208,50.876209,-133.28209,1330.9242,-132.63559,-242.23677,1021.3124,-175.8481,-363.1839,828.16949,-130.37718,101.69203,1360.3815,-144.23364,420.16815,1301.8834,-150.79506,622.73724,1336.02,-53.629265
424,4.23,-4.6101308,1334.8967,-217.44389,12.73807,1084.5172,51.082375,-132.83319,1330.9574,-133.0079,-242.01212,1021.6099,-176.21141,-363.70532,828.86981,-131.04671,99.930992,1361.4152,-143.7507,419.11264,1324.0824,-153.11459,618.65576,1376.1885,-56.498013
425,4.24,-4.2599759,1335.3452,-217.383,12.854355,1084.7903,51.259888,-132.33054,1330.9287,-133.32402,-241.68057,1021.8658,-176.56622,-363.99863,829.44678,-131.73367,98.239594,1362.3861,-143.18179,416.29767,1345.6873,-155.74052,611.54535,1415.0302,-60.455521
426,4.25,-3.8235219,1335.8782,-217.39104,13.017353,1085.0559,51.414616,-131.76378,1330.9233,-133.70778,-241.19376,1022.0479,-176.9066,-364.08588,829.94684,-132.29094,96.607498,1363.2523,-142.62578,411.72305,1366.5686,-158.76335,601.47656,1452.6112,-64.264832
427,4.26,-3.4103751,1336.3834,-217.19241,13.318595,1085.3025,51.497551,-131.14746,1330.8453,-134.11502,-240.52257,1022.1888,-177.34241,-364.03955,830.36871,-132.93408,95.075043,1363.9817,-142.01424,405.67868,1386.4713,-161.89015,588.70178,1488.3507,-68.281631
428,4.27,-2.8489804,1337.0096,-217.15839,13.587432,1085.5276,51.67289,-130.53209,1330.7738,-134.39534,-239.77101,1022.2347,-177.80121,-363.79721,830.73999,-133.60068,93.771072,1364.6367,-141.54617,398.50461,1405.1752,-164.81773,573.61902,1522.024,-72.398384
429,4.28,-2.1993961,1337.465,-217.10252,13.950557,1085.7347,51.760509,-129.87903,1330.7197,-134.8194,-238.86,1022.2505,-178.26564,-363.3475,830.9649,-134.16942,92.630959,1365.2164,-141.23441,390.28845,1422.7113,-167.52325,556.56201,1553.3984,-76.540672
430,4.29,-1.516237,1337.7513,-217.03326,14.318989,1085.8809,51.925621,-129.20088,1330.6458,-135.14888,-237.9286,1022.188,-178.7114,-362.71872,831.10828,-134.72015,91.549416,1365.7129,-141.02325,381.35272,1438.9036,-170.05754,537.77826,1582.5156,-81.046463
431,4.3,-0.69319141,1337.9985,-217.09322,14.727089,1086.0316,52.090321,-128.47498,1330.5894,-135.44061,-236.93571,1022.1974,-179.16626,-361.87579,831.16132,-135.20236,90.602547,1366.071,-140.9301,371.73532,1453.7744,-172.43929,517.6546,1609.2695,-85.558128
432,4.31,0.075400859,1338.0697,-217.12607,15.157416,1086.1917,52.292671,-127.71466,1330.5381,-135.65375,-235.9371,1022.2158,-179.53429,-360.86804,831.13196,-135.85226,89.825455,1366.3567,-140.88145,361.62924,1467.1884,-174.59373,496.46213,1633.7677,-90.147369
433,4.32,0.94639117,1338.1096,-217.31795,15.589641,1086.3326,52.48233,-126.9311,1330.5203,-135.92877,-234.88313,1022.2912,-179.99832,-359.6926,831.0459,-136.39641,89.01651,1366.5065,-140.78082,351.11783,1479.0361,-176.36,474.48138,1656.0183,-94.821999
434,4.33,1.7982035,1338.0441,-217.44182,16.025805,1086.4802,52.616665,-126.09716,1330.5121,-136.17007,-233.82446,1022.3651,-180.41113,-358.44391,830.9162,-136.99911,88.132507,1366.5376,-141.00867,340.44501,1489.53,-177.90276,451.93661,1676.0933,-99.606201
435,4.34,2.6820643,1337.9657,-217.63086,16.431211,1086.6014,52.868336,-125.29764,1330.6025,-136.55566,-232.66183,1022.4924,-180.77371,-357.04529,830.7608,-137.75856,87.288994,1366.5673,-141.22443,329.82019,1498.9152,-179.33299,429.39993,1693.8472,-103.46368
436,4.35,3.4680488,1337.87,-217.9113,16.867893,1086.7758,53.00449,-124.51367,1330.6605,-136.77769,-231.47336,1022.5611,-181.1862,-355.69434,830.60461,-138.57875,86.353424,1366.5076,-141.62262,319.4386,1507.1683,-180.49651,406.3703,1709.6152,-107.82002
437,4.36,4.2280512,1337.7745,-218.15854,17.311962,1086.8795,53.085754,-123.79371,1330.7681,-137.11957,-230.31213,1022.6066,-181.48871,-354.26816,830.42725,-139.29091,85.549881,1366.3931,-142.09143,309.2515,1514.3766,-181.33276,383.04553,1723.4354,-112.15984
438,4.37,4.8602924,1337.7435,-218.42352,17.764578,1086.9738,53.093395,-123.06188,1330.84,-137.30453,-229.16545,1022.7025,-181.89742,-352.82782,830.21399,-140.18982,84.769997,1366.3148,-142.6506,299.50977,1520.761,-182.02956,359.5799,1735.472,-116.72416
439,4.38,5.3922229,1337.7563,-218.77055,18.279612,1087.0938,52.990658,-122.42376,1330.9219,-137.43086,-228.1371,1022.7776,-182.2126,-351.38843,829.95416,-140.87144,84.204933,1366.1775,-143.25047,290.2392,1526.3944,-182.57243,336.07968,1745.7042,-121.04842
440,4.39,5.8696747,1337.75,-218.90851,18.783861,1087.163,52.890854,-121.83802,1330.9659,-137.60709,-227.18323,1022.8687,-182.52759,-350.03345,829.69537,-141.54871,83.346786,1366.1365,-144.28748,281.56076,1531.2247,-182.99649,313.01431,1754.0873,-126.15198
441,4.4,6.3444061,1337.8428,-219.17482,19.282829,1087.2711,52.679306,-121.28539,1331.0045,-137.72736,-226.37062,1022.9298,-182.80222,-348.68823,829.47369,-142.27332,82.661125,1366.0253,-145.37593,273.37753,1535.386,-183.28271,290.51855,1760.892,-130.0321
442,4.41,6.8334198,1337.8708,-219.43953,19.809557,1087.3094,52.438641,-120.7793,1331.0123,-137.79637,-225.55254,1023.0595,-183.18483,-347.40421,829.23175,-142.82233,82.205917,1365.8087,-146.1972,265.31702,1539.1243,-183.57814,268.85135,1766.2761,-133.07454
443,4.42,7.3342295,1337.7915,-219.62315,20.358133,1087.3523,52.238075,-120.30987,1331.0624,-137.99513,-224.83455,1023.1941,-183.51112,-346.14471,828.95081,-143.36586,81.783386,1365.557,-146.98833,257.06882,1542.6566,-183.56378,247.8596,1770.423,-135.36574
444,4.43,7.8006606,1337.7068,-219.93143,20.900763,1087.3687,52.132847,-119.78217,1331.0531,-138.16588,-224.0881,1023.3143,-183.84091,-344.9675,828.75824,-143.93149,81.29496,1365.3386,-147.80353,248.66565,1545.9558,-183.2886,227.60948,1773.4169,-137.3922
